Anuncio BOE,Cantidad reclamada,Cuenta expediente,Fecha de conclusión,Fecha de inicio,Forma adjudicación,Identificador,Importe del depósito,Lotes,Puja mínima,Tasación,Tipo de subasta,Tramos entre pujas,Valor subasta
BOE-B-2025-7575,"0,00 €",0517 0000 05 1934 22,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JV-2025-242318,"8.909,23 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL VOLUNTARIA,"3.563,69 €","178.184,52 €"
BOE-B-2025-8333,"103.592,07 €",4080 0000 06 0498 15,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2024-231467,"4.327,29 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.730,91 €","86.545,74 €"
BOE-B-2025-8364,"49.771,35 €",0468 0000 05 0344 19,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2024-237467,"8.627,62 €",Sin lotes,Sin puja mínima,"172.552,39 €",JUDICIAL EN VÍA DE APREMIO,"3.451,05 €","172.552,39 €"
BOE-B-2025-9315,"4.218.087,73 €",1740 0000 06 0786 22,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243535,"105.297,52 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"2.105.950,55 €"
BOE-B-2025-9916,"0,00 €",3705 0000 05 0036 23,10-04-2025 18:00:00 CET  (ISO: 2025-04-10T18:00:00+02:00),21-03-2025 18:00:00 CET  (ISO: 2025-03-21T18:00:00+01:00),,SUB-JV-2025-237786,"1.999,40 €",Sin lotes,Sin puja mínima,"39.987,91 €",JUDICIAL VOLUNTARIA,Sin tramos,"39.987,91 €"
BOE-B-2025-7856,"1.256.578,08 €",1581 0000 06 0087 21,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-243149,Ver importe de consignación de cada lote (adjudicación independiente),14,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-7334,"78.847,45 €",2990 0000 06 0197 21,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-241731,"8.230,08 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.292,03 €","164.601,50 €"
BOE-B-2025-9695,"17.499,71 €",2368 0000 06 0058 23,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2025-242317,"10.810,17 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"4.324,06 €","216.203,45 €"
BOE-B-2025-7303,"141.787,33 €",0771 0000 06 0142 22,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-241454,"11.520,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"4.608,00 €","230.400,00 €"
BOE-B-2025-8347,"130.117,64 €",0773 0000 06 0106 20,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-241913,"10.108,80 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"202.176,00 €"
BOE-B-2025-8816,"999.176,12 €",4592 0000 06 5003 22,03-04-2025 18:00:00 CET  (ISO: 2025-04-03T18:00:00+02:00),14-03-2025 18:00:00 CET  (ISO: 2025-03-14T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-243556,Ver importe de consignación de cada lote (adjudicación independiente),21,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-7254,"264.435,51 €",4207 0000 06 0488 22,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-243029,"16.381,15 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"6.552,46 €","327.623,00 €"
BOE-B-2025-9572,,,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-AT-2025-24R4186001773,"2.099,20 €",Sin lotes,"4.198,42 €","41.984,16 €",AGENCIA TRIBUTARIA,"1.000,00 €","41.984,16 €"
BOE-B-2025-7482,,,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-AT-2025-24R1586001151,"8.586,42 €",Sin lotes,"17.172,86 €","171.728,57 €",AGENCIA TRIBUTARIA,"2.000,00 €","171.728,57 €"
BOE-B-2025-9450,"128.451,55 €",4513 4533 00 0284 23,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243802,"6.482,85 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"129.657,00 €"
BOE-B-2025-7354,"360.745,70 €",3176 0000 06 0354 19,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-241285,"17.695,35 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"353.907,00 €"
BOE-B-2025-8561,,,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-AT-2025-24R2886001540,"642,00 €",Sin lotes,"1.284,00 €","12.840,01 €",AGENCIA TRIBUTARIA,"500,00 €","12.840,01 €"
BOE-B-2025-7353,"42.645,03 €",2770 0000 06 0367 21,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-238743,"5.922,75 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.369,10 €","118.455,00 €"
BOE-B-2025-9378,"54.665,25 €",3006 0000 06 0082 14,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243652,"6.975,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.790,00 €","139.500,00 €"
BOE-B-2025-7212,"100.826,61 €",2815 0000 06 0174 20,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2022-195114,"10.579,50 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"211.590,00 €"
BOE-B-2025-9497,,,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-AT-2025-25R2986001011,"12.285,20 €",Sin lotes,"24.570,40 €","245.704,04 €",AGENCIA TRIBUTARIA,"2.000,00 €","245.704,04 €"
BOE-B-2025-7603,"107.648,77 €",0801 0000 06 1354 23,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JA-2025-242933,"8.490,00 €",Sin lotes,Sin puja mínima,"169.800,00 €",JUDICIAL EN VÍA DE APREMIO,"3.396,00 €","169.800,00 €"
BOE-B-2025-7623,"114.320,53 €",3869 0000 05 0016 19,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JA-2024-238874,"11.850,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"4.740,00 €","237.000,00 €"
BOE-B-2025-9559,,,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-AT-2025-24R0886001660,"4.825,20 €",Sin lotes,"9.650,40 €","120.630,00 €",AGENCIA TRIBUTARIA,"2.000,00 €","96.504,00 €"
BOE-B-2025-9360,"64.400,00 €",1601 0000 06 0061 18,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243048,"6.826,40 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.730,56 €","136.528,00 €"
BOE-B-2025-9307,"643.285,55 €",5195 0000 06 0567 19,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-243031,Ver importe de consignación de cada lote (adjudicación independiente),2,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-9400,"90.968,36 €",4824 0000 06 0050 21,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243503,"8.160,00 €",Sin lotes,"1.000,00 €","163.200,00 €",JUDICIAL EN VÍA DE APREMIO,"100,00 €","163.200,00 €"
BOE-B-2025-8620,,,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-AT-2025-24R4186001805,"1.417,20 €",Sin lotes,"2.834,40 €","28.344,02 €",AGENCIA TRIBUTARIA,"500,00 €","28.344,02 €"
BOE-B-2025-8360,"119.868,03 €",0183 0000 06 0916 20,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-242489,"9.165,34 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.666,13 €","183.306,76 €"
BOE-B-2025-9334,"65.030,14 €",2193 0000 06 0363 18,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),Separada para cada lote,SUB-JA-2020-144773,Ver importe de consignación de cada lote (adjudicación independiente),2,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-7871,"18.860,95 €",3118 0000 05 0284 24,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-243410,"11.225,00 €",Sin lotes,Sin puja mínima,"224.500,00 €",JUDICIAL EN VÍA DE APREMIO,"4.490,00 €","224.500,00 €"
BOE-B-2025-7407,"56.534,01 €",3728 3096 06 0098 21,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-240550,"9.614,14 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.922,84 €","192.282,87 €"
BOE-B-2025-7224,"69.229,06 €",2020 0000 06 0146 22,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-242765,"6.011,80 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.404,72 €","120.236,09 €"
BOE-B-2025-7858,"402.499,97 €",3707 0000 06 0047 22,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-243059,"35.609,04 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"14.243,61 €","712.180,92 €"
BOE-B-2025-7848,"0,00 €",4999 0000 05 0106 23,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JV-2025-241678,"20.000,00 €",Sin lotes,"20.000,00 €","51.537,56 €",JUDICIAL VOLUNTARIA,"2.000,00 €","51.537,56 €"
BOE-B-2025-9919,"85.481,21 €",2704 0000 05 0308 18,10-04-2025 18:00:00 CET  (ISO: 2025-04-10T18:00:00+02:00),21-03-2025 18:00:00 CET  (ISO: 2025-03-21T18:00:00+01:00),,SUB-JA-2025-244229,"44.515,95 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"17.806,38 €","890.319,00 €"
BOE-B-2025-7263,"41.840,28 €",4956 0000 06 0807 23,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-242659,"3.953,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"79.060,00 €"
BOE-B-2025-7877,"125.662,83 €",4877 0000 06 0647 22,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-242871,"9.540,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.816,00 €","190.800,00 €"
BOE-B-2025-8370,"76.146,04 €",3514 0000 05 0063 21,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2023-219408,"8.250,05 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.300,02 €","165.001,18 €"
BOE-B-2025-9569,,,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-AT-2025-24R4186001769,"3.376,58 €",Sin lotes,Sin puja mínima,"124.970,52 €",AGENCIA TRIBUTARIA,"2.000,00 €","67.531,64 €"
BOE-B-2025-8518,,,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-AT-2025-24R3586001130,"1.821,02 €",Sin lotes,"3.642,04 €","36.420,40 €",AGENCIA TRIBUTARIA,"1.000,00 €","36.420,40 €"
BOE-B-2025-9402,"205.982,99 €",0752 0000 06 1399 14,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243896,"13.674,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"5.469,60 €","273.480,00 €"
BOE-B-2025-7371,"47.723,00 €",1947 0000 06 0103 21,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-239810,"4.048,06 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.619,22 €","80.961,15 €"
BOE-B-2025-9656,"4.404,99 €",1052 0000 06 0009 24,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2024-238314,"3.425,77 €",Sin lotes,Sin puja mínima,"68.515,40 €",JUDICIAL EN VÍA DE APREMIO,"1.370,31 €","68.515,40 €"
BOE-B-2025-8338,"206.865,40 €",5066 0000 06 0228 17,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2024-233714,"12.410,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"4.964,00 €","248.200,00 €"
BOE-B-2025-8373,"456.850,98 €",1298 0000 06 0311 11,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-243682,Ver importe de consignación de cada lote (adjudicación independiente),2,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-7350,"62.996,68 €",4000 0000 06 2281 21,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-241137,"4.526,95 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.810,78 €","90.539,00 €"
BOE-B-2025-7535,"6.578,69 €",,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-RC-2025-0601100101005,"1.807,44 €",Sin lotes,"15.544,24 €","54.307,07 €",RECAUDACIÓN TRIBUTARIA,"600,00 €","31.088,47 €"
BOE-B-2025-9442,"63.166,61 €",3728 2719 06 0088 22,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-242714,"6.230,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.492,01 €","124.600,00 €"
BOE-B-2025-9309,"40.547,33 €",0851 0000 05 0647 18,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-241825,"5.094,42 €",Sin lotes,Sin puja mínima,"101.888,40 €",JUDICIAL EN VÍA DE APREMIO,"2.037,76 €","101.888,40 €"
BOE-B-2025-9310,"0,00 €",0701 0000 05 0402 22,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JV-2025-241238,"9.737,75 €",Sin lotes,"136.328,43 €","0,00 €",JUDICIAL VOLUNTARIA,Sin tramos,"194.754,90 €"
BOE-B-2025-9697,"237.982,53 €",1488 0000 06 0259 13,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2022-199189,"24.067,50 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"9.627,00 €","481.350,00 €"
BOE-B-2025-8372,"421.266,04 €",1013 0000 06 0009 24,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-243764,Ver importe de consignación de cada lote (adjudicación independiente),2,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-9604,"11.385,11 €",,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-RC-2025-0026I20230285,"2.829,85 €",Sin lotes,"28.298,53 €","56.597,05 €",RECAUDACIÓN TRIBUTARIA,"1.000,00 €","56.597,05 €"
BOE-B-2025-9392,"75.339,06 €",4428 0000 06 0651 23,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-241712,"2.253,04 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"901,22 €","45.060,83 €"
BOE-B-2025-9691,"111.968,06 €",0860 0000 06 1355 23,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2025-243345,"5.795,00 €",Sin lotes,Sin puja mínima,"115.900,00 €",JUDICIAL EN VÍA DE APREMIO,"2.318,00 €","115.900,00 €"
BOE-B-2025-8323,"266.131,00 €",2248 0000 06 0096 20,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-241908,Ver importe de consignación de cada lote (adjudicación independiente),2,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-7219,"165.439,50 €",5614 0000 06 0033 22,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-236141,"19.514,40 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"7.805,76 €","390.287,92 €"
BOE-B-2025-8678,"2.159.110,64 €",0730 0000 17 0147 20,02-04-2025 18:00:00 CET  (ISO: 2025-04-02T18:00:00+02:00),13-03-2025 18:00:00 CET  (ISO: 2025-03-13T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-242834,Ver importe de consignación de cada lote (adjudicación independiente),10,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-7626,"105.844,88 €",2770 0000 06 0695 12,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JA-2025-242755,"10.000,12 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"4.000,05 €","200.002,50 €"
BOE-B-2025-7801,"92.881,15 €",4972 0000 06 0661 14,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-241414,"8.155,10 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.262,04 €","163.102,04 €"
BOE-B-2025-7467,,,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-AT-2025-24R0786001092,"5.824,85 €",Sin lotes,Sin puja mínima,"172.499,06 €",AGENCIA TRIBUTARIA,"2.000,00 €","116.497,00 €"
BOE-B-2025-9347,"265.667,48 €",3027 0000 06 0167 22,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243645,"20.035,00 €",Sin lotes,"1.000,00 €","400.700,00 €",JUDICIAL EN VÍA DE APREMIO,"8.014,00 €","400.700,00 €"
BOE-B-2025-8685,"58.793,26 €",0362 0000 05 0314 21,02-04-2025 18:00:00 CET  (ISO: 2025-04-02T18:00:00+02:00),13-03-2025 18:00:00 CET  (ISO: 2025-03-13T18:00:00+01:00),,SUB-JA-2025-243433,"5.827,19 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.330,87 €","116.543,85 €"
BOE-B-2025-9520,,,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-AT-2025-24R1586001177,"1.018,24 €",Sin lotes,Sin puja mínima,"85.394,18 €",AGENCIA TRIBUTARIA,"500,00 €","20.364,96 €"
BOE-B-2025-7242,"227.617,95 €",5172 0000 06 0233 15,01-04-2025 16:05:28 CET  (ISO: 2025-04-01T16:05:28+02:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-243104,"16.074,60 €",Sin lotes,Sin puja mínima,"321.492,06 €",JUDICIAL EN VÍA DE APREMIO,"6.429,84 €","321.492,06 €"
BOE-B-2025-8854,"42.100,04 €",3728 3084 06 0135 20,03-04-2025 18:00:00 CET  (ISO: 2025-04-03T18:00:00+02:00),14-03-2025 18:00:00 CET  (ISO: 2025-03-14T18:00:00+01:00),,SUB-JA-2025-243950,"12.222,10 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.444,43 €","244.442,00 €"
BOE-B-2025-7872,"162.181,46 €",3113 0000 06 1550 22,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-242986,"9.156,50 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.662,60 €","183.130,02 €"
